"action","boro","inspection_date","cuisine_description","dba","score","street","violation_description","zipcode","grade","lon"
NA,"MANHATTAN",2017-01-04,"Polish","KLIMAT",12,"EAST 7 STREET","Proper sanitization not provided for utensil ware washing operation.",10003,"A",NA
NA,"MANHATTAN",2017-01-04,"Japanese","MISO-YA",13,"2 AVENUE","Proper sanitization not provided for utensil ware washing operation.",10003,"A",NA
NA,"MANHATTAN",2017-01-04,"French","PARDON MY FRENCH",9,"AVENUE B","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.",10009,"A",NA
NA,"MANHATTAN",2017-01-04,"American","GOOD NIGHT SONNY",7,"1ST AVE","Evidence of mice or live mice present in facility's food and/or non-food areas.",10009,"A",NA
NA,"MANHATTAN",2017-01-04,"Middle Eastern","SAHARA EAST RESTAURANT",5,"1 AVENUE","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10009,"A",NA
NA,"MANHATTAN",2017-01-04,"Japanese","RAMEN LAB",12,"KENMARE ST","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10012,"A",NA
NA,"MANHATTAN",2017-01-04,"American","DIG INN",10,"MADISON AVENUE","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10016,"A",NA
NA,"MANHATTAN",2017-01-04,"American","GUY & GALLARD 8",18,"MADISON AVENUE","Evidence of mice or live mice present in facility's food and/or non-food areas.",10016,NA,NA
NA,"MANHATTAN",2017-01-04,"Vietnamese/Cambodian/Malaysia","BOI SANDWICH",8,"3 AVENUE","Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",10017,"A",NA
NA,"MANHATTAN",2017-01-04,"American","BLOOMBERG CAFE",0,"PARK AVE",NA,10017,"A",NA
NA,"MANHATTAN",2017-01-04,"Pizza/Italian","PROVA PIZZA BAR",22,"E 42ND ST","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",10017,NA,NA
NA,"MANHATTAN",2017-01-04,"American","A.R.E.B.A.-CASRIEL",12,"WEST   57 STREET","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10019,NA,NA
NA,"MANHATTAN",2017-01-04,"Hamburgers","STEAK 'N SHAKE",17,"BROADWAY","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10019,NA,NA
NA,"MANHATTAN",2017-01-04,"Italian","ARMANI RISTORANTE",21,"5TH AVE","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10022,NA,NA
NA,"MANHATTAN",2017-01-04,"Chinese","GO NOODLE",17,"1ST AVE","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10022,NA,NA
NA,"MANHATTAN",2017-01-04,"American","DUTCH FREDS",17,"W 47TH ST","Evidence of mice or live mice present in facility's food and/or non-food areas.",10036,NA,NA
NA,"MANHATTAN",2017-01-04,"Other","RESTAURANT ASSOCIATES INC",9,"AVENUE OF THE AMERICAS","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10036,"A",NA
NA,"MANHATTAN",2017-01-04,"CafÃ©/Coffee/Tea","ST KILDA COFFEE",7,"W 44TH ST","Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",10036,"A",NA
NA,"MANHATTAN",2017-01-04,"Other","KREUTHER HANDMADE CHOCOLATES",2,"W 42ND ST","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10036,"A",NA
NA,"MANHATTAN",2017-01-04,"Italian","PATSY'S PIZZERIA",10,"1 AVENUE","Toxic chemical improperly labeled, stored or used such that food contamination may occur.",10065,"A",NA
NA,"MANHATTAN",2017-01-04,"American","SUBWAY INN",7,"2ND AVE","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10065,"A",NA
NA,"MANHATTAN",2017-01-04,"Mediterranean","SERENA'S",15,"2ND AVE","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",10065,NA,NA
NA,"MANHATTAN",2017-01-04,"CafÃ©/Coffee/Tea","FIKA",8,"LEXINGTON AVE","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10128,NA,NA
NA,"MANHATTAN",2017-01-04,"Japanese","YUMMY SUSHI",13,"1 AVENUE","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10128,"A",NA
NA,"STATEN ISLAND",2017-01-04,"Chinese","NEW CHEF HONG KITCHEN",7,"VICTORY BOULEVARD","Hot food item not held at or above 140Âº F.",10301,"A",NA
NA,"STATEN ISLAND",2017-01-04,"Bakery","GOLDEN PASTRY SHOP",11,"CORSON AVENUE","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10301,"A",NA
NA,"STATEN ISLAND",2017-01-04,"Ice Cream, Gelato, Yogurt, Ices","COLD STONE CREAMERY",9,"CORSON AVE","Evidence of mice or live mice present in facility's food and/or non-food areas.",10301,"A",NA
NA,"STATEN ISLAND",2017-01-04,"American","RIVER DOCK BAR & GRILL",10,"RICHMOND TER","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10301,"A",NA
NA,"STATEN ISLAND",2017-01-04,"American","LUNCH BOX",11,"FOREST AVENUE","Evidence of mice or live mice present in facility's food and/or non-food areas.",10302,"A",NA
NA,"STATEN ISLAND",2017-01-04,"Mexican","VERONICA'S BAKERY",17,"POST AVENUE","Hot food item not held at or above 140Âº F.",10302,NA,NA
NA,"STATEN ISLAND",2017-01-04,"African","WAZOBIA RESTAURANT",11,"BAY STREET","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10304,NA,NA
NA,"STATEN ISLAND",2017-01-04,"Chinese","CHINA TASTE",9,"HYLAN BOULEVARD","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",10305,"A",NA
NA,"STATEN ISLAND",2017-01-04,"Hamburgers","BURGER KING",9,"HYLAN BOULEVARD","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10305,"A",NA
NA,"STATEN ISLAND",2017-01-04,"Italian","GOODFELLA'S PIZZERIA",11,"HYLAN BOULEVARD","Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.",10305,"A",NA
NA,"STATEN ISLAND",2017-01-04,"Bakery","BUONO BAKERY",9,"HYLAN BOULEVARD","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10305,"A",NA
NA,"STATEN ISLAND",2017-01-04,"Chinese","FORTUNE HAWAII",14,"HYLAN BLVD","Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",10305,NA,NA
NA,"STATEN ISLAND",2017-01-04,"Greek","KUZINA",10,"HYLAN BLVD","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",10305,"A",NA
NA,"BRONX",2017-01-04,"American","KENNEDY FRIED CHICKEN",13,"E 198TH ST","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10458,"A",NA
NA,"BRONX",2017-01-04,"Spanish","PARRILLA LATINA",10,"WEBSTER AVE","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10458,"A",NA
NA,"BRONX",2017-01-04,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","LOS BALBUENA RESTAURANT",6,"RYER AVENUE","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",10458,NA,NA
NA,"BRONX",2017-01-04,"Seafood","CITY ISLAND LOBSTER HOUSE",37,"BRIDGE STREET","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.",10464,NA,NA
NA,"BRONX",2017-01-04,"American","CITY ISLAND DINER /SNUG BAR",12,"CITY ISLAND AVE","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",10464,"A",NA
NA,"BRONX",2017-01-04,"Chinese","NEW WAH KWONG RESTAURANT",11,"BURKE AVE","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10467,"A",NA
NA,"BRONX",2017-01-04,"Bakery","BAINBRIDGE BAKERY",2,"BAINBRIDGE AVE","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",10467,"A",NA
NA,"BRONX",2017-01-04,"Chicken","KFC",7,"BOSTON ROAD","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10469,"A",NA
NA,"BRONX",2017-01-04,"American","PELHAM BAY DINER",12,"EAST GUN HILL ROAD","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10469,"A",NA
NA,"BRONX",2017-01-04,"American","DANNY'S ATHENS RESTAURANT",21,"WESTCHESTER AVENUE","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",10472,NA,NA
NA,"BRONX",2017-01-04,"Chicken","CHICKENOW",10,"BAYCHESTER AVE","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10475,"A",NA
NA,"BRONX",2017-01-04,"American","GOURMET TO GO",5,"DREISER LOOP","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",10475,"A",NA
NA,"BRONX",2017-01-04,"American","SECTION 5 PIZZA",13,"EINSTEIN LOOP","Hot food item not held at or above 140Âº F.",10475,NA,NA
NA,"QUEENS",2017-01-04,"Peruvian","CHAUFA",24,"NORTHERN BLVD","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",11101,NA,NA
NA,"QUEENS",2017-01-04,"Korean","PAN-TASTIC",2,"NORTHERN BLVD","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11101,"A",NA
NA,"QUEENS",2017-01-04,"Afghan","ARIA KABAB",73,"STEINWAY ST","Evidence of mice or live mice present in facility's food and/or non-food areas.",11103,NA,NA
NA,"QUEENS",2017-01-04,"Japanese","GAIJIN",10,"31ST AVE","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",11103,NA,NA
NA,"QUEENS",2017-01-04,"Pizza","EMILIA'S PIZZERIA",13,"28TH AVE","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11103,"A",NA
NA,"QUEENS",2017-01-04,"Irish","CRONIN & PHELAN PUB & RESTAURANT",5,"BROADWAY","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",11103,"A",NA
NA,"QUEENS",2017-01-04,"American","ALPHA DONUTS",14,"QUEENS BOULEVARD","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",11104,NA,NA
NA,"BROOKLYN",2017-01-04,"Italian","IL PORTO BRICK OVEN RISTORANTE",21,"WASHINGTON AVE","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",11205,NA,NA
NA,"BROOKLYN",2017-01-04,"American","THE GENERAL GREENE",12,"DEKALB AVENUE","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",11205,"A",NA
NA,"BROOKLYN",2017-01-04,"Chinese","FOO LEE RESTAURANT",24,"FULTON STREET","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",11207,"B",NA
NA,"BROOKLYN",2017-01-04,"Chinese","CHINA GARDEN RESTAURANT",10,"JAMAICA AVENUE","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",11207,"A",NA
NA,"BROOKLYN",2017-01-04,"Spanish","STANLEY COFFEE SHOP INC",12,"STANLEY AVENUE","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",11207,"A",NA
NA,"BROOKLYN",2017-01-04,"Italian","POSTITANO",7,"4TH AVE","Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",11209,"A",NA
